Einheit,Zivilstand,Anzahl,Typ
Dättlikon,Geschieden,41,Gemeinde
Dinhard,Ledig,569,Gemeinde
Dinhard,Verheiratet,759,Gemeinde
Dinhard,Verwitwet,71,Gemeinde
Dinhard,Geschieden,95,Gemeinde
Elgg,Ledig,1739,Gemeinde
Elgg,Verheiratet,1893,Gemeinde
Elgg,Verwitwet,215,Gemeinde
Elgg,Geschieden,371,Gemeinde
Ellikon an der Thur,Ledig,355,Gemeinde
Ellikon an der Thur,Verheiratet,446,Gemeinde
Ellikon an der Thur,Verwitwet,33,Gemeinde
Ellikon an der Thur,Geschieden,51,Gemeinde
Elsau,Ledig,1384,Gemeinde
Elsau,Verheiratet,1684,Gemeinde
Elsau,Verwitwet,161,Gemeinde
Elsau,Geschieden,250,Gemeinde
Hagenbuch,Ledig,475,Gemeinde
Hagenbuch,Verheiratet,512,Gemeinde
Hagenbuch,Verwitwet,22,Gemeinde
Hagenbuch,Geschieden,94,Gemeinde
Hettlingen,Ledig,1310,Gemeinde
Hettlingen,Verheiratet,1500,Gemeinde
Hettlingen,Verwitwet,122,Gemeinde
Hettlingen,Geschieden,182,Gemeinde
Hofstetten (ZH),Ledig,214,Gemeinde
Hofstetten (ZH),Verheiratet,215,Gemeinde
Hofstetten (ZH),Verwitwet,19,Gemeinde
Hofstetten (ZH),Geschieden,33,Gemeinde
Neftenbach,Ledig,2346,Gemeinde
Neftenbach,Verheiratet,2558,Gemeinde
Neftenbach,Verwitwet,191,Gemeinde
Neftenbach,Geschieden,418,Gemeinde
Pfungen,Ledig,1638,Gemeinde
Pfungen,Verheiratet,1707,Gemeinde
Pfungen,Verwitwet,108,Gemeinde
Pfungen,Geschieden,304,Gemeinde
Rickenbach (ZH),Ledig,1062,Gemeinde
Rickenbach (ZH),Verheiratet,1229,Gemeinde
Rickenbach (ZH),Verwitwet,117,Gemeinde
Rickenbach (ZH),Geschieden,190,Gemeinde
Schlatt (ZH),Ledig,319,Gemeinde
Schlatt (ZH),Verheiratet,340,Gemeinde
Schlatt (ZH),Verwitwet,34,Gemeinde
Schlatt (ZH),Geschieden,45,Gemeinde
Seuzach,Ledig,2780,Gemeinde
Seuzach,Verheiratet,3411,Gemeinde
Seuzach,Verwitwet,408,Gemeinde
Seuzach,Geschieden,612,Gemeinde
Turbenthal,Ledig,1809,Gemeinde
Turbenthal,Verheiratet,2086,Gemeinde
Turbenthal,Verwitwet,186,Gemeinde
Turbenthal,Geschieden,391,Gemeinde
Winterthur,Ledig,50910,Gemeinde
Winterthur,Verheiratet,43225,Gemeinde
Winterthur,Verwitwet,4931,Gemeinde
Winterthur,Geschieden,9195,Gemeinde
Zell (ZH),Ledig,2331,Gemeinde
Zell (ZH),Verheiratet,2627,Gemeinde
Zell (ZH),Verwitwet,257,Gemeinde
Zell (ZH),Geschieden,485,Gemeinde
Wiesendangen,Ledig,2460,Gemeinde
Wiesendangen,Verheiratet,3058,Gemeinde
Wiesendangen,Verwitwet,309,Gemeinde
Wiesendangen,Geschieden,399,Gemeinde
Bezirk Dietikon,Ledig,37519,Bezirk
Bezirk Dietikon,Verheiratet,39429,Bezirk
Bezirk Dietikon,Verwitwet,3884,Bezirk
Bezirk Dietikon,Geschieden,7549,Bezirk
Aesch (ZH),Ledig,482,Gemeinde
Aesch (ZH),Verheiratet,565,Gemeinde
Aesch (ZH),Verwitwet,58,Gemeinde
Aesch (ZH),Geschieden,92,Gemeinde
Birmensdorf (ZH),Ledig,2653,Gemeinde
Birmensdorf (ZH),Verheiratet,2841,Gemeinde
Birmensdorf (ZH),Verwitwet,271,Gemeinde
Birmensdorf (ZH),Geschieden,489,Gemeinde
Dietikon,Ledig,11629,Gemeinde
Dietikon,Verheiratet,11732,Gemeinde
Dietikon,Verwitwet,1145,Gemeinde
Dietikon,Geschieden,2205,Gemeinde
Geroldswil,Ledig,1958,Gemeinde
Geroldswil,Verheiratet,2239,Gemeinde
Geroldswil,Verwitwet,202,Gemeinde
Geroldswil,Geschieden,469,Gemeinde
Oberengstringen,Ledig,2712,Gemeinde
Oberengstringen,Verheiratet,2821,Gemeinde
Oberengstringen,Verwitwet,371,Gemeinde
Oberengstringen,Geschieden,668,Gemeinde
Oetwil an der Limmat,Ledig,939,Gemeinde
Oetwil an der Limmat,Verheiratet,1057,Gemeinde
Oetwil an der Limmat,Verwitwet,124,Gemeinde
Oetwil an der Limmat,Geschieden,249,Gemeinde
Schlieren,Ledig,8136,Gemeinde
Schlieren,Verheiratet,8086,Gemeinde
Schlieren,Verwitwet,755,Gemeinde
Schlieren,Geschieden,1472,Gemeinde
Uitikon,Ledig,1600,Gemeinde
Uitikon,Verheiratet,1990,Gemeinde
Uitikon,Verwitwet,201,Gemeinde
Uitikon,Geschieden,321,Gemeinde
Unterengstringen,Ledig,1468,Gemeinde
Unterengstringen,Verheiratet,1670,Gemeinde
Unterengstringen,Verwitwet,173,Gemeinde
Unterengstringen,Geschieden,337,Gemeinde
Urdorf,Ledig,4074,Gemeinde
Urdorf,Verheiratet,4368,Gemeinde
Urdorf,Verwitwet,416,Gemeinde
Urdorf,Geschieden,830,Gemeinde
Weiningen (ZH),Ledig,1868,Gemeinde
Weiningen (ZH),Verheiratet,2060,Gemeinde
Weiningen (ZH),Verwitwet,168,Gemeinde
Weiningen (ZH),Geschieden,417,Gemeinde
Bezirk Zürich,Ledig,210175,Bezirk
Bezirk Zürich,Verheiratet,134084,Bezirk
Bezirk Zürich,Verwitwet,16993,Bezirk
Bezirk Zürich,Geschieden,35685,Bezirk
Zürich,Ledig,210175,Gemeinde
Zürich,Verheiratet,134084,Gemeinde
Zürich,Verwitwet,16993,Gemeinde
Zürich,Geschieden,35685,Gemeinde
Bern / Berne,Ledig,437186,Kanton
Bern / Berne,Verheiratet,439372,Kanton
Bern / Berne,Verwitwet,56513,Kanton
Bern / Berne,Geschieden,84364,Kanton
Arrondissement administratif Jura bernois,Ledig,22230,Bezirk
Arrondissement administratif Jura bernois,Verheiratet,23409,Bezirk
Arrondissement administratif Jura bernois,Verwitwet,3340,Bezirk
Arrondissement administratif Jura bernois,Geschieden,4564,Bezirk
Corgémont,Ledig,688,Gemeinde
Corgémont,Verheiratet,748,Gemeinde
Corgémont,Verwitwet,112,Gemeinde
Corgémont,Geschieden,129,Gemeinde
Cormoret,Ledig,190,Gemeinde
Cormoret,Verheiratet,233,Gemeinde
Cormoret,Verwitwet,20,Gemeinde
Cormoret,Geschieden,39,Gemeinde
Cortébert,Ledig,298,Gemeinde
Cortébert,Verheiratet,318,Gemeinde
Cortébert,Verwitwet,35,Gemeinde
Cortébert,Geschieden,59,Gemeinde
Courtelary,Ledig,555,Gemeinde
Courtelary,Verheiratet,594,Gemeinde
Courtelary,Verwitwet,75,Gemeinde
Courtelary,Geschieden,136,Gemeinde
La Ferrière,Ledig,230,Gemeinde
La Ferrière,Verheiratet,249,Gemeinde
La Ferrière,Verwitwet,22,Gemeinde
La Ferrière,Geschieden,43,Gemeinde
Mont-Tramelan,Ledig,45,Gemeinde
Mont-Tramelan,Verheiratet,58,Gemeinde
Mont-Tramelan,Verwitwet,8,Gemeinde
Mont-Tramelan,Geschieden,5,Gemeinde
Orvin,Ledig,475,Gemeinde
Orvin,Verheiratet,542,Gemeinde
Orvin,Verwitwet,74,Gemeinde
Orvin,Geschieden,104,Gemeinde
Renan (BE),Ledig,390,Gemeinde
Renan (BE),Verheiratet,398,Gemeinde
Renan (BE),Verwitwet,40,Gemeinde
Renan (BE),Geschieden,68,Gemeinde
Romont (BE),Ledig,75,Gemeinde
Romont (BE),Verheiratet,100,Gemeinde
Romont (BE),Verwitwet,7,Gemeinde
Romont (BE),Geschieden,13,Gemeinde
Saint-Imier,Ledig,2191,Gemeinde
Saint-Imier,Verheiratet,1991,Gemeinde
Saint-Imier,Verwitwet,391,Gemeinde
Saint-Imier,Geschieden,528,Gemeinde
Sonceboz-Sombeval,Ledig,832,Gemeinde
Sonceboz-Sombeval,Verheiratet,861,Gemeinde
Sonceboz-Sombeval,Verwitwet,87,Gemeinde
Sonceboz-Sombeval,Geschieden,152,Gemeinde
Sonvilier,Ledig,580,Gemeinde
Sonvilier,Verheiratet,518,Gemeinde
Sonvilier,Verwitwet,52,Gemeinde
Sonvilier,Geschieden,107,Gemeinde
Tramelan,Ledig,1838,Gemeinde
Tramelan,Verheiratet,1956,Gemeinde
Tramelan,Verwitwet,302,Gemeinde
Tramelan,Geschieden,321,Gemeinde
Villeret,Ledig,375,Gemeinde
Villeret,Verheiratet,422,Gemeinde
Villeret,Verwitwet,51,Gemeinde
Villeret,Geschieden,79,Gemeinde
Sauge,Ledig,309,Gemeinde
Sauge,Verheiratet,389,Gemeinde
Sauge,Verwitwet,42,Gemeinde
Sauge,Geschieden,70,Gemeinde
Péry-La Heutte,Ledig,786,Gemeinde
Péry-La Heutte,Verheiratet,844,Gemeinde
Péry-La Heutte,Verwitwet,116,Gemeinde
Péry-La Heutte,Geschieden,173,Gemeinde
Belprahon,Ledig,118,Gemeinde
Belprahon,Verheiratet,153,Gemeinde
Belprahon,Verwitwet,13,Gemeinde
Belprahon,Geschieden,24,Gemeinde
Champoz,Ledig,68,Gemeinde
Champoz,Verheiratet,80,Gemeinde
Champoz,Verwitwet,5,Gemeinde
Champoz,Geschieden,8,Gemeinde
Corcelles (BE),Ledig,89,Gemeinde
Corcelles (BE),Verheiratet,97,Gemeinde
Corcelles (BE),Verwitwet,15,Gemeinde
Corcelles (BE),Geschieden,10,Gemeinde
Court,Ledig,592,Gemeinde
Court,Verheiratet,656,Gemeinde
Court,Verwitwet,79,Gemeinde
Court,Geschieden,91,Gemeinde
Crémines,Ledig,207,Gemeinde
Crémines,Verheiratet,238,Gemeinde
Crémines,Verwitwet,39,Gemeinde
Crémines,Geschieden,45,Gemeinde
Eschert,Ledig,151,Gemeinde
Eschert,Verheiratet,172,Gemeinde
Eschert,Verwitwet,21,Gemeinde
Eschert,Geschieden,31,Gemeinde
Grandval,Ledig,155,Gemeinde
Grandval,Verheiratet,183,Gemeinde
Grandval,Verwitwet,24,Gemeinde
Grandval,Geschieden,26,Gemeinde
Loveresse,Ledig,112,Gemeinde
Loveresse,Verheiratet,163,Gemeinde
Loveresse,Verwitwet,20,Gemeinde
Loveresse,Geschieden,27,Gemeinde
Moutier,Ledig,3140,Gemeinde
Moutier,Verheiratet,3311,Gemeinde
Moutier,Verwitwet,520,Gemeinde
Moutier,Geschieden,644,Gemeinde
Perrefitte,Ledig,160,Gemeinde
Perrefitte,Verheiratet,206,Gemeinde
Perrefitte,Verwitwet,32,Gemeinde
Perrefitte,Geschieden,36,Gemeinde
Reconvilier,Ledig,969,Gemeinde
Reconvilier,Verheiratet,995,Gemeinde
Reconvilier,Verwitwet,144,Gemeinde
Reconvilier,Geschieden,226,Gemeinde
Roches (BE),Ledig,86,Gemeinde
Roches (BE),Verheiratet,96,Gemeinde
Roches (BE),Verwitwet,10,Gemeinde
Roches (BE),Geschieden,22,Gemeinde
Saicourt,Ledig,259,Gemeinde
Saicourt,Verheiratet,268,Gemeinde
Saicourt,Verwitwet,34,Gemeinde
Saicourt,Geschieden,46,Gemeinde
Saules (BE),Ledig,62,Gemeinde
Saules (BE),Verheiratet,75,Gemeinde
Saules (BE),Verwitwet,11,Gemeinde
Saules (BE),Geschieden,11,Gemeinde
Schelten,Ledig,19,Gemeinde
Schelten,Verheiratet,9,Gemeinde
Schelten,Verwitwet,4,Gemeinde
Schelten,Geschieden,6,Gemeinde
Seehof,Ledig,32,Gemeinde
Seehof,Verheiratet,31,Gemeinde
Seehof,Verwitwet,5,Gemeinde
Seehof,Geschieden,0,Gemeinde
Sorvilier,Ledig,119,Gemeinde
Sorvilier,Verheiratet,116,Gemeinde
Sorvilier,Verwitwet,21,Gemeinde
Sorvilier,Geschieden,24,Gemeinde
Tavannes,Ledig,1586,Gemeinde
Tavannes,Verheiratet,1455,Gemeinde
Tavannes,Verwitwet,240,Gemeinde
Tavannes,Geschieden,331,Gemeinde
Rebévelier,Ledig,20,Gemeinde
Rebévelier,Verheiratet,19,Gemeinde
Rebévelier,Verwitwet,2,Gemeinde
Rebévelier,Geschieden,2,Gemeinde
Petit-Val,Ledig,179,Gemeinde
Petit-Val,Verheiratet,196,Gemeinde
Petit-Val,Verwitwet,16,Gemeinde
Petit-Val,Geschieden,20,Gemeinde
Valbirse,Ledig,1581,Gemeinde
Valbirse,Verheiratet,1873,Gemeinde
Valbirse,Verwitwet,261,Gemeinde
Valbirse,Geschieden,294,Gemeinde
La Neuveville,Ledig,1534,Gemeinde
La Neuveville,Verheiratet,1566,Gemeinde
La Neuveville,Verwitwet,243,Gemeinde
La Neuveville,Geschieden,350,Gemeinde
Nods,Ledig,320,Gemeinde
Nods,Verheiratet,307,Gemeinde
Nods,Verwitwet,40,Gemeinde
Nods,Geschieden,79,Gemeinde
Plateau de Diesse,Ledig,815,Gemeinde
Plateau de Diesse,Verheiratet,923,Gemeinde
Plateau de Diesse,Verwitwet,107,Gemeinde
Plateau de Diesse,Geschieden,185,Gemeinde
Verwaltungskreis Biel/Bienne,Ledig,42596,Bezirk
Verwaltungskreis Biel/Bienne,Verheiratet,40282,Bezirk
Verwaltungskreis Biel/Bienne,Verwitwet,5808,Bezirk
Verwaltungskreis Biel/Bienne,Geschieden,10231,Bezirk
Biel/Bienne,Ledig,24855,Gemeinde
Biel/Bienne,Verheiratet,20065,Gemeinde
Biel/Bienne,Verwitwet,3179,Gemeinde
Biel/Bienne,Geschieden,6061,Gemeinde
Evilard,Ledig,977,Gemeinde
Evilard,Verheiratet,1215,Gemeinde
Evilard,Verwitwet,152,Gemeinde
Evilard,Geschieden,208,Gemeinde
Lengnau (BE),Ledig,1831,Gemeinde
Lengnau (BE),Verheiratet,2355,Gemeinde
Lengnau (BE),Verwitwet,309,Gemeinde
Lengnau (BE),Geschieden,461,Gemeinde
Meinisberg,Ledig,533,Gemeinde
Meinisberg,Verheiratet,625,Gemeinde
Meinisberg,Verwitwet,65,Gemeinde
Meinisberg,Geschieden,105,Gemeinde
Pieterlen,Ledig,1639,Gemeinde
Pieterlen,Verheiratet,1829,Gemeinde
Pieterlen,Verwitwet,204,Gemeinde
Pieterlen,Geschieden,361,Gemeinde
Aegerten,Ledig,718,Gemeinde
Aegerten,Verheiratet,887,Gemeinde
Aegerten,Verwitwet,115,Gemeinde
Aegerten,Geschieden,154,Gemeinde
Bellmund,Ledig,660,Gemeinde
Bellmund,Verheiratet,796,Gemeinde
Bellmund,Verwitwet,58,Gemeinde
Bellmund,Geschieden,109,Gemeinde
Brügg,Ledig,1801,Gemeinde
Brügg,Verheiratet,1812,Gemeinde
Brügg,Verwitwet,246,Gemeinde
Brügg,Geschieden,438,Gemeinde
Ipsach,Ledig,1563,Gemeinde
Ipsach,Verheiratet,1841,Gemeinde
Ipsach,Verwitwet,197,Gemeinde
Ipsach,Geschieden,371,Gemeinde
Ligerz,Ledig,205,Gemeinde
Ligerz,Verheiratet,257,Gemeinde
Ligerz,Verwitwet,25,Gemeinde
Ligerz,Geschieden,60,Gemeinde
Mörigen,Ledig,302,Gemeinde
Mörigen,Verheiratet,416,Gemeinde
Mörigen,Verwitwet,56,Gemeinde
Mörigen,Geschieden,69,Gemeinde
Nidau,Ledig,2992,Gemeinde
Nidau,Verheiratet,2705,Gemeinde
Nidau,Verwitwet,486,Gemeinde
Nidau,Geschieden,771,Gemeinde
Orpund,Ledig,1050,Gemeinde
Orpund,Verheiratet,1210,Gemeinde
Orpund,Verwitwet,161,Gemeinde
Orpund,Geschieden,254,Gemeinde
Port,Ledig,1297,Gemeinde
Port,Verheiratet,1644,Gemeinde
Port,Verwitwet,228,Gemeinde
Port,Geschieden,317,Gemeinde
Safnern,Ledig,749,Gemeinde
Safnern,Verheiratet,932,Gemeinde
Safnern,Verwitwet,109,Gemeinde
Safnern,Geschieden,161,Gemeinde
Scheuren,Ledig,176,Gemeinde
Scheuren,Verheiratet,206,Gemeinde
Scheuren,Verwitwet,26,Gemeinde
Scheuren,Geschieden,41,Gemeinde
Schwadernau,Ledig,256,Gemeinde
Schwadernau,Verheiratet,307,Gemeinde
Schwadernau,Verwitwet,32,Gemeinde
Schwadernau,Geschieden,62,Gemeinde
Sutz-Lattrigen,Ledig,566,Gemeinde
Sutz-Lattrigen,Verheiratet,628,Gemeinde
Sutz-Lattrigen,Verwitwet,79,Gemeinde
Sutz-Lattrigen,Geschieden,127,Gemeinde
Twann-Tüscherz,Ledig,426,Gemeinde
Twann-Tüscherz,Verheiratet,552,Gemeinde
Twann-Tüscherz,Verwitwet,81,Gemeinde
Twann-Tüscherz,Geschieden,101,Gemeinde
Verwaltungskreis Seeland,Ledig,29711,Bezirk
Verwaltungskreis Seeland,Verheiratet,32944,Bezirk
Verwaltungskreis Seeland,Verwitwet,3670,Bezirk
Verwaltungskreis Seeland,Geschieden,5750,Bezirk
Aarberg,Ledig,1989,Gemeinde
Aarberg,Verheiratet,1972,Gemeinde
Aarberg,Verwitwet,228,Gemeinde
Aarberg,Geschieden,340,Gemeinde
Bargen (BE),Ledig,389,Gemeinde
Bargen (BE),Verheiratet,476,Gemeinde
Bargen (BE),Verwitwet,59,Gemeinde
Bargen (BE),Geschieden,71,Gemeinde
Grossaffoltern,Ledig,1239,Gemeinde
Grossaffoltern,Verheiratet,1410,Gemeinde
Grossaffoltern,Verwitwet,149,Gemeinde
Grossaffoltern,Geschieden,201,Gemeinde
Kallnach,Ledig,754,Gemeinde
Kallnach,Verheiratet,907,Gemeinde
Kallnach,Verwitwet,107,Gemeinde
Kallnach,Geschieden,137,Gemeinde
Kappelen,Ledig,597,Gemeinde
Kappelen,Verheiratet,605,Gemeinde
Kappelen,Verwitwet,58,Gemeinde
Kappelen,Geschieden,90,Gemeinde
Lyss,Ledig,6175,Gemeinde
Lyss,Verheiratet,6173,Gemeinde
Lyss,Verwitwet,684,Gemeinde
Lyss,Geschieden,1309,Gemeinde
Radelfingen,Ledig,572,Gemeinde
Radelfingen,Verheiratet,541,Gemeinde
Radelfingen,Verwitwet,65,Gemeinde
Radelfingen,Geschieden,78,Gemeinde
Rapperswil (BE),Ledig,987,Gemeinde
Rapperswil (BE),Verheiratet,1137,Gemeinde
Rapperswil (BE),Verwitwet,145,Gemeinde
Rapperswil (BE),Geschieden,156,Gemeinde
Schüpfen,Ledig,1633,Gemeinde
Schüpfen,Verheiratet,1635,Gemeinde
Schüpfen,Verwitwet,161,Gemeinde
Schüpfen,Geschieden,290,Gemeinde
Seedorf (BE),Ledig,1243,Gemeinde
Seedorf (BE),Verheiratet,1397,Gemeinde
Seedorf (BE),Verwitwet,153,Gemeinde
Seedorf (BE),Geschieden,209,Gemeinde
Arch,Ledig,599,Gemeinde
Arch,Verheiratet,712,Gemeinde
Arch,Verwitwet,89,Gemeinde
Arch,Geschieden,140,Gemeinde
Büetigen,Ledig,338,Gemeinde
Büetigen,Verheiratet,400,Gemeinde
Büetigen,Verwitwet,40,Gemeinde
Büetigen,Geschieden,55,Gemeinde
Büren an der Aare,Ledig,1500,Gemeinde
Büren an der Aare,Verheiratet,1532,Gemeinde
Büren an der Aare,Verwitwet,199,Gemeinde
Büren an der Aare,Geschieden,306,Gemeinde
Diessbach bei Büren,Ledig,443,Gemeinde
Diessbach bei Büren,Verheiratet,452,Gemeinde
Diessbach bei Büren,Verwitwet,43,Gemeinde
Diessbach bei Büren,Geschieden,58,Gemeinde
Dotzigen,Ledig,557,Gemeinde
Dotzigen,Verheiratet,732,Gemeinde
Dotzigen,Verwitwet,48,Gemeinde
Dotzigen,Geschieden,118,Gemeinde
Leuzigen,Ledig,504,Gemeinde
Leuzigen,Verheiratet,561,Gemeinde
Leuzigen,Verwitwet,73,Gemeinde
Leuzigen,Geschieden,113,Gemeinde
Meienried,Ledig,16,Gemeinde
Meienried,Verheiratet,33,Gemeinde
Meienried,Verwitwet,0,Gemeinde
Meienried,Geschieden,3,Gemeinde
Oberwil bei Büren,Ledig,314,Gemeinde
Oberwil bei Büren,Verheiratet,407,Gemeinde
Oberwil bei Büren,Verwitwet,49,Gemeinde
Oberwil bei Büren,Geschieden,60,Gemeinde
Rüti bei Büren,Ledig,333,Gemeinde
Rüti bei Büren,Verheiratet,382,Gemeinde
Rüti bei Büren,Verwitwet,49,Gemeinde
Rüti bei Büren,Geschieden,76,Gemeinde
Wengi,Ledig,255,Gemeinde
Wengi,Verheiratet,284,Gemeinde
Wengi,Verwitwet,29,Gemeinde
Wengi,Geschieden,41,Gemeinde
Brüttelen,Ledig,207,Gemeinde
Brüttelen,Verheiratet,270,Gemeinde
Brüttelen,Verwitwet,39,Gemeinde
Brüttelen,Geschieden,52,Gemeinde
Erlach,Ledig,577,Gemeinde
Erlach,Verheiratet,644,Gemeinde
Erlach,Verwitwet,63,Gemeinde
Erlach,Geschieden,126,Gemeinde
Finsterhennen,Ledig,214,Gemeinde
Finsterhennen,Verheiratet,264,Gemeinde
Finsterhennen,Verwitwet,21,Gemeinde
Finsterhennen,Geschieden,34,Gemeinde
Gals,Ledig,312,Gemeinde
Gals,Verheiratet,365,Gemeinde
Gals,Verwitwet,47,Gemeinde
Gals,Geschieden,56,Gemeinde
Gampelen,Ledig,342,Gemeinde
Gampelen,Verheiratet,410,Gemeinde
Gampelen,Verwitwet,45,Gemeinde
Gampelen,Geschieden,67,Gemeinde
Ins,Ledig,1435,Gemeinde
Ins,Verheiratet,1578,Gemeinde
Ins,Verwitwet,184,Gemeinde
Ins,Geschieden,247,Gemeinde
Lüscherz,Ledig,202,Gemeinde
Lüscherz,Verheiratet,235,Gemeinde
Lüscherz,Verwitwet,35,Gemeinde
Lüscherz,Geschieden,56,Gemeinde
Müntschemier,Ledig,529,Gemeinde
Müntschemier,Verheiratet,660,Gemeinde
Müntschemier,Verwitwet,71,Gemeinde
Müntschemier,Geschieden,73,Gemeinde
Siselen,Ledig,223,Gemeinde
Siselen,Verheiratet,289,Gemeinde
Siselen,Verwitwet,35,Gemeinde
Siselen,Geschieden,32,Gemeinde
Treiten,Ledig,153,Gemeinde
Treiten,Verheiratet,229,Gemeinde
Treiten,Verwitwet,31,Gemeinde
Treiten,Geschieden,20,Gemeinde
Tschugg,Ledig,183,Gemeinde
Tschugg,Verheiratet,206,Gemeinde
Tschugg,Verwitwet,24,Gemeinde
Tschugg,Geschieden,34,Gemeinde
Vinelz,Ledig,326,Gemeinde
Vinelz,Verheiratet,425,Gemeinde
Vinelz,Verwitwet,42,Gemeinde
Vinelz,Geschieden,66,Gemeinde
Bangerten,Ledig,72,Gemeinde
Bangerten,Verheiratet,63,Gemeinde
Bangerten,Verwitwet,10,Gemeinde
Bangerten,Geschieden,16,Gemeinde
Bühl,Ledig,178,Gemeinde
Bühl,Verheiratet,191,Gemeinde
Bühl,Verwitwet,22,Gemeinde
Bühl,Geschieden,32,Gemeinde
Epsach,Ledig,134,Gemeinde
Epsach,Verheiratet,161,Gemeinde
Epsach,Verwitwet,19,Gemeinde
Epsach,Geschieden,14,Gemeinde
Hagneck,Ledig,141,Gemeinde
Hagneck,Verheiratet,214,Gemeinde
Hagneck,Verwitwet,13,Gemeinde
Hagneck,Geschieden,42,Gemeinde
Hermrigen,Ledig,114,Gemeinde
Hermrigen,Verheiratet,142,Gemeinde
Hermrigen,Verwitwet,18,Gemeinde
Hermrigen,Geschieden,29,Gemeinde
Jens,Ledig,251,Gemeinde
Jens,Verheiratet,345,Gemeinde
Jens,Verwitwet,29,Gemeinde
Jens,Geschieden,49,Gemeinde
Merzligen,Ledig,146,Gemeinde
Merzligen,Verheiratet,212,Gemeinde
Merzligen,Verwitwet,21,Gemeinde
Merzligen,Geschieden,22,Gemeinde
Studen (BE),Ledig,1259,Gemeinde
Studen (BE),Verheiratet,1405,Gemeinde
Studen (BE),Verwitwet,145,Gemeinde
Studen (BE),Geschieden,298,Gemeinde
Täuffelen,Ledig,1010,Gemeinde
Täuffelen,Verheiratet,1315,Gemeinde
Täuffelen,Verwitwet,168,Gemeinde
Täuffelen,Geschieden,260,Gemeinde
Walperswil,Ledig,420,Gemeinde
Walperswil,Verheiratet,471,Gemeinde
Walperswil,Verwitwet,47,Gemeinde
Walperswil,Geschieden,61,Gemeinde
Worben,Ledig,846,Gemeinde
Worben,Verheiratet,1102,Gemeinde
Worben,Verwitwet,113,Gemeinde
Worben,Geschieden,213,Gemeinde
Verwaltungskreis Oberaargau,Ledig,33065,Bezirk
Verwaltungskreis Oberaargau,Verheiratet,36036,Bezirk
Verwaltungskreis Oberaargau,Verwitwet,4530,Bezirk
Verwaltungskreis Oberaargau,Geschieden,6296,Bezirk
Aarwangen,Ledig,1746,Gemeinde
Aarwangen,Verheiratet,2055,Gemeinde
Aarwangen,Verwitwet,213,Gemeinde
Aarwangen,Geschieden,394,Gemeinde
Auswil,Ledig,204,Gemeinde
Auswil,Verheiratet,203,Gemeinde
Auswil,Verwitwet,30,Gemeinde
Auswil,Geschieden,34,Gemeinde
Bannwil,Ledig,296,Gemeinde
Bannwil,Verheiratet,310,Gemeinde
Bannwil,Verwitwet,34,Gemeinde
Bannwil,Geschieden,59,Gemeinde
Bleienbach,Ledig,252,Gemeinde
Bleienbach,Verheiratet,342,Gemeinde
Bleienbach,Verwitwet,38,Gemeinde
Bleienbach,Geschieden,45,Gemeinde
Busswil bei Melchnau,Ledig,58,Gemeinde
Busswil bei Melchnau,Verheiratet,91,Gemeinde
Busswil bei Melchnau,Verwitwet,9,Gemeinde
Busswil bei Melchnau,Geschieden,12,Gemeinde
Gondiswil,Ledig,308,Gemeinde
Gondiswil,Verheiratet,352,Gemeinde
Gondiswil,Verwitwet,48,Gemeinde
Gondiswil,Geschieden,29,Gemeinde
Langenthal,Ledig,6730,Gemeinde
Langenthal,Verheiratet,6472,Gemeinde
Langenthal,Verwitwet,933,Gemeinde
Langenthal,Geschieden,1312,Gemeinde
Lotzwil,Ledig,1052,Gemeinde
Lotzwil,Verheiratet,1124,Gemeinde
Lotzwil,Verwitwet,132,Gemeinde
Lotzwil,Geschieden,206,Gemeinde
Madiswil,Ledig,1332,Gemeinde
Madiswil,Verheiratet,1501,Gemeinde
Madiswil,Verwitwet,188,Gemeinde
Madiswil,Geschieden,197,Gemeinde
Melchnau,Ledig,604,Gemeinde
Melchnau,Verheiratet,743,Gemeinde
Melchnau,Verwitwet,102,Gemeinde
Melchnau,Geschieden,108,Gemeinde
Obersteckholz,Ledig,164,Gemeinde
Obersteckholz,Verheiratet,194,Gemeinde
Obersteckholz,Verwitwet,33,Gemeinde
Obersteckholz,Geschieden,19,Gemeinde
Oeschenbach,Ledig,94,Gemeinde
Oeschenbach,Verheiratet,120,Gemeinde
Oeschenbach,Verwitwet,19,Gemeinde
Oeschenbach,Geschieden,8,Gemeinde
Reisiswil,Ledig,78,Gemeinde
Reisiswil,Verheiratet,94,Gemeinde
Reisiswil,Verwitwet,8,Gemeinde
Reisiswil,Geschieden,8,Gemeinde
Roggwil (BE),Ledig,1514,Gemeinde
Roggwil (BE),Verheiratet,1837,Gemeinde
Roggwil (BE),Verwitwet,233,Gemeinde
Roggwil (BE),Geschieden,344,Gemeinde
Rohrbach,Ledig,591,Gemeinde
Rohrbach,Verheiratet,626,Gemeinde
Rohrbach,Verwitwet,106,Gemeinde
Rohrbach,Geschieden,90,Gemeinde
Rohrbachgraben,Ledig,167,Gemeinde
Rohrbachgraben,Verheiratet,194,Gemeinde
Rohrbachgraben,Verwitwet,23,Gemeinde
Rohrbachgraben,Geschieden,10,Gemeinde
Rütschelen,Ledig,222,Gemeinde
Rütschelen,Verheiratet,262,Gemeinde
Rütschelen,Verwitwet,44,Gemeinde
Rütschelen,Geschieden,43,Gemeinde
Schwarzhäusern,Ledig,196,Gemeinde
