hausnummer,latitude,longitude,name,ort,plz,strasse,typ
10,46.824049,7.09907,pronto-belfaux,Belfaux FR,1782,Route de la Rosière,pronto
1,46.926769,7.115031,coop-supermarkt-murten,Murten,3280,Bubenbergstrasse,retail
115,46.251469,7.408086,coop-supermarkt-uvrier,Uvrier,1958,Route d'Italie,retail
,46.785554,7.095004,interdiscount-matran,Matran,1753,Zone industrielle,id
45,47.483985,7.735262,coop-supermarkt-liestal-stabhof,Liestal,4410,Rathausstrasse,retail
34,47.484023,7.734559,interdiscount-liestal,Liestal,4410,Rathausstrasse,id
2,47.51731,8.594416,pronto-embrach,Embrach,8424,Industriestrasse,pronto
1,47.484516,7.73143,pronto-liestal-bahnhof,Liestal,4410,Bahnhofplatz,pronto
19,46.261609,7.387809,coop-supermarkt-grimisuat,Grimisuat,1971,Route d'Ayent,retail
1,46.78066,7.088855,coop-vitality-matran,Matran,1753,Route du Bois,vitality
7,46.779769,7.088572,coop-bau-hobby-b-l-matran,Matran,1753,Route du Bois,bh
,46.067406,7.776034,coop-supermarkt-taesch,Täsch,3929,Haus City,retail
,46.780793,7.088068,pronto-matran-centre,Matran,1753,Route du Bois,pronto
1,46.780775,7.088029,livique-matran,Matran,1753,Rte du Bois,livique
1,46.780801,7.088016,coop-supermarkt-matran,Matran,1753,Route du Bois,retail
1,46.780801,7.088016,coop-restaurant-matran,Matran,1753,Route du Bois,restaurant
1,46.780801,7.088016,ca-puccini-matran-ca-puccini,Matran,1753,Route du Bois,capuccini
135,47.490811,8.706167,coop-supermarkt-winterthur-toess,Winterthur,8406,Zürcherstrasse,retail
2,47.265435,9.121308,coop-supermarkt-ebnat-kappel,Ebnat-Kappel,9642,Gillplatz,retail
2,47.440086,8.84411,coop-supermarkt-turbenthal,Turbenthal,8488,Hofwiesweg,retail
10,47.559624,8.060079,coop-supermarkt-laufenburg,Laufenburg,5080,Bahnhofstrasse,retail
2,47.301748,9.08558,interdiscount-wattwil,Wattwil,9630,Bahnhofstrasse,id
34,47.546373,7.952314,coop-supermarkt-stein-ag,Stein,4332,Schaffhauserstrasse,retail
51,47.494934,8.712463,coop-supermarkt-winterthur-lokwerk,Winterthur,8406,Zürcherstrasse,retail
51,47.494934,8.712463,coop-restaurant-winterthur-lokwerk,Winterthur,8406,Zürcherstrasse,restaurant
51,47.495066,8.712731,interdiscount-winterthur-lokwerk,Winterthur,8406,Zürcherstrasse,id
4,47.303204,9.086299,coop-supermarkt-wattwil,Wattwil,9630,Grünaustrasse,retail
3,47.530947,8.580715,coop-supermarkt-rorbas,Rorbas,8427,Allmendstrasse,retail
1,47.441734,7.589397,coop-supermarkt-grellingen,Grellingen,4203,Delsbergerstrasse,retail
48,47.306906,9.087234,pronto-wattwil,Wattwil,9630,Wilerstrasse,pronto
6,47.572292,8.248869,coop-supermarkt-kleindoettingen,Kleindöttingen,5314,Hauptstrasse,retail
3,47.23789,7.278098,coop-supermarkt-bevilard-malleray,Bévilard-Malleray,2735,Rue Principale,retail
236,47.484592,8.758805,coop-supermarkt-winterthur-seen,Winterthur,8405,Tösstalstrasse,retail
3,47.499159,8.723236,coop-supermarkt-city-winterthur-food,Winterthur,8400,Bahnhofplatz,retail
3,47.4993,8.723571,coop-city-city-winterthur,Winterthur,8400,Bahnhofplatz,city
3,47.4993,8.723571,coop-restaurant-winterthur-city,Winterthur,8400,Bahnhofplatz,restaurant
3,47.4993,8.723571,coop-to-go-winterthur-city-to-go,Winterthur,8400,Bahnhofplatz,togo
17,47.525978,7.81555,coop-supermarkt-magden,Magden,4312,Sonnenplatz,retail
5,47.499465,8.723243,impo-winterthur-stadttor-ip,Winterthur,8400,Bahnhofplatz,impo
7,46.603006,7.10081,coop-supermarkt-broc,Broc,1636,Rue de Montsalvens,retail
20,47.499361,8.725364,impo-winterthur-untertor-ip,Winterthur,8400,Untertor,impo
271,47.510237,8.691574,coop-supermarkt-winterthur-wuelflingen,Winterthur,8408,Wülflingerstrasse,retail
5,47.500294,8.723953,coop-supermarkt-winterthur-stadttor,Winterthur,8400,Bahnhofplatz,retail
31,47.499521,8.7287,interdiscount-winterthur-marktgasse,Winterthur,8400,Marktgasse,id
8/12,47.500569,8.725898,coop-supermarkt-winterthur-stadtgarten,Winterthur,8400,Bankstrasse,retail
8/12,47.500569,8.725898,coop-restaurant-winterthur-stadtgarten,Winterthur,8400,Bankstrasse,restaurant
8/12,47.500569,8.725898,take-it-winterthur-stadtgarten,Winterthur,8400,Bankstrasse,takeit
12,47.500975,8.725775,coop-vitality-winterthur-stadtgarten,Winterthur,8400,Bankstrasse,vitality
12,47.500975,8.725775,interdiscount-winterthur-bankstrasse,Winterthur,8400,Bankstrasse,id
12,47.500994,8.725736,christ-winterthur-bankstr--christ,Winterthur,8400,Bankstrasse,christ
394,47.516292,8.679767,pronto-winterthur-wuelflingenstrasse,Winterthur,8408,Wülflingerstrasse,pronto
22,47.502223,7.721467,coop-supermarkt-frenkendorf,Frenkendorf,4402,Bahnhofstrasse,retail
12,47.556856,8.502757,coop-supermarkt-glattfelden,Glattfelden,8192,Emmerstrasse,retail
,46.209837,9.027053,marche-marche-bellinzona-nord,Bellinzona,6503,A2 (Direzione Chiasso),marche
4,46.223254,9.047329,coop-supermarkt-castione,Castione,6532,Via Cantonale,retail
,46.209503,9.027159,pronto-bellinzona-nord,Bellinzona,6500,Autobahnraststätte,pronto
4,46.223507,9.048478,coop-bau-hobby-e-h-castione,Castione,6532,Via Cantonale,bh
107,46.39136,9.233361,coop-supermarkt-mesocco,Mesocco,6563,Crimeo,retail
1,47.005886,7.103969,coop-supermarkt-ins,Ins,3232,Gampelengasse,retail
13,47.494951,8.756713,pronto-winterthur-grueze,Winterthur,8404,Rudolf Dieselstrasse,pronto
8,47.005579,7.10355,coop-vitality-ins,Ins,3232,Bahnhofstrasse,vitality
3,46.185773,8.992528,coop-supermarkt-sementina,Sementina,6514,Via Locarno,retail
19,47.494771,8.758315,coop-vitality-winterthur-grueze-markt,Winterthur,8404,Rudolf-Dieselstrasse,vitality
19,47.494824,8.758382,impo-winterthur-grueze-markt-ip,Winterthur,8404,Rudolf-Diesel-Str.,impo
25,47.494414,8.759686,impo-internetshop-ip,Winterthur,8404,Rudolf-Diesel-Strasse,impo
25,47.494414,8.759686,christ-internetshop-christ,Winterthur,8404,Rudolf-Diesel-Strasse,christ
19,47.494914,8.758398,interdiscount-winterthur-gruezemarkt,Winterthur,8404,Rudolf-Diesel-Str.,id
19,47.494923,8.758385,coop-supermarkt-winterthur-gruezemarkt,Winterthur,8404,Rudolf Diesel-Strasse,retail
19,47.494923,8.758385,coop-bau-hobby-b-h-winterthur-gruezemarkt,Winterthur,8404,Rudolf-Dieselstrasse,bh
19,47.494923,8.758385,coop-restaurant-winterthur-gruezemarkt,Winterthur,8404,Rudolf Diesel-Strasse,restaurant
11,47.508466,8.717885,coop-supermarkt-winterthur-feldstrasse,Winterthur,8400,Feldstrasse,retail
31,47.225502,9.199318,coop-supermarkt-nesslau,Nesslau,9650,Hauptstrasse,retail
17,47.526355,8.66902,coop-supermarkt-neftenbach,Neftenbach,8413,Winterthurerstrasse,retail
20,46.213389,9.04254,coop-supermarkt-arbedo,Arbedo,6517,Via alla Rotonda,retail
31,46.152036,8.942489,pronto-cadenazzo,Cadenazzo,6593,Via Stazione,pronto
28,47.419122,7.502098,coop-supermarkt-laufen,Laufen,4242,Bahnhofstrasse,retail
16,47.419392,7.501979,coop-vitality-laufen,Laufen,4242,Bahnhofstrasse,vitality
17,46.202245,9.030822,coop-supermarkt-bellinzona-nord,Bellinzona,6500,Via Gerretta,retail
73,46.205733,9.03673,pronto-bellinzona,Bellinzona,6500,Via San Gottardo,pronto
,46.18369,9.003298,coop-hotel-hotel-bellinzona-sud,Bellinzona,6513,A2 (Direzione Gottardo),hotel
13,47.340852,7.3713,pronto-courrendlin,Courrendlin,2830,Rte de Delémont,pronto
46,46.182244,9.001754,pronto-bellinzona-sued,Monte Carasso TI,6513,Autobahnraststätte,pronto
113D,47.512438,7.718853,pronto-frenkendorf,Frenkendorf,4402,Rheinstrasse,pronto
,46.182122,9.002178,marche-marche-bellinzona-sud,Monte Carasso,6513,A2 (Direzione Gottardo),marche
10,47.43913,7.53472,coop-bau-hobby-b-h-zwingen,Zwingen,4222,Baselstrasse,bh
11,47.589043,8.292186,coop-supermarkt-bad-zurzach,Bad Zurzach,5330,Baslerstrasse,retail
17,46.228156,7.373712,pronto-sion,Sion,1950,Rue de casernes,pronto
37,47.422658,7.500353,interdiscount-laufen,Laufen,4242,Hauptstrasse,id
2,46.194718,9.024798,coop-supermarkt-bellinzona-centro,Bellinzona,6500,Via Gen. Guisan,retail
2,46.194718,9.024798,coop-restaurant-bellinzona-centro,Bellinzona,6500,Via G. Guisan,restaurant
95,47.469238,7.595523,coop-supermarkt-aesch,Aesch,4147,Hauptstrasse,retail
7,46.192988,9.024307,interdiscount-bellinzona,Bellinzona,6500,Piazza del Sole,id
6,47.43882,7.528701,pronto-zwingen,Zwingen,4222,Laufenstrasse,pronto
152,47.518311,8.719861,interdiscount-winterthur-schaffhauserstr-,Winterthur,8400,Schaffhauserstrasse,id
152,47.51833,8.719835,christ-winterthur-rosenberg-christ,Winterthur,8407,Schaffhauserstrasse,christ
5,46.811978,9.401271,coop-supermarkt-bonaduz,Bonaduz,7402,Kirchstrasse,retail
36,46.194923,9.028768,coop-supermarkt-bellinzona-stazione,Bellinzona,6500,Viale Stazione,retail
36,46.183761,9.012393,coop-supermarkt-bellinzona-py,Bellinzona,6500,Via Franco Zorzi,retail
,46.155969,8.966471,coop-vitality-s--antonino,S. Antonino,6592,"Centro Manor, La Rotonda",vitality
1,46.601199,7.074798,pronto-bulle-la-tour-de-treme,La Tour-de-Trême,1635,Pra-Riond,pronto
44,46.231316,7.362703,christ-sion-place-du-midi-christ,Sion,1950,Place du midi,christ
44,46.231271,7.362755,coop-supermarkt-city-sion-food,Sion,1950,Place du Midi,retail
44,46.231271,7.362755,coop-city-city-sion,Sion,1950,Place du Midi,city
44,46.231271,7.362755,coop-restaurant-sion,Sion,1950,Place du Midi,restaurant
2,46.231271,7.362755,impo-sion-city-ip,Sion,1950,Rue du Scex,impo
4,46.154546,8.965939,coop-supermarkt-s--antonino,San Antonino,6592,Via Serrai,retail
7,47.503984,8.770729,coop-supermarkt-winterthur-hegi,Winterthur,8409,Stäffelistrasse,retail
,46.47402,7.133475,coop-supermarkt-chateau-d-oex,Château-d'Oex,1660,La Petite Ray,retail
16,47.509053,8.758523,coop-supermarkt-winterthur-oberi,Winterthur,8404,Römertorstrasse,retail
234,47.510016,8.759317,lumimart-winterthur,Winterthur,8404,Römerstrasse,lumimart
19,46.229756,7.358039,interdiscount-sion-avenue-de-la-gare,Sion,1950,Avenue de la gare,id
43,46.242327,7.339765,coop-supermarkt-saviese,Ormône-Savièse,1965,Rte de Savièse,retail
,46.227481,7.359274,pronto-sion-gare,Sion,1950,Place de la gare,pronto
2A,47.498778,8.797624,coop-supermarkt-raeterschen,Räterschen,8352,Stationsstrasse,retail
70,46.62659,7.059963,coop-bau-hobby-b-l-bulle,Bulle,1630,Route de Riaz,bh
16,46.226115,7.360675,coop-supermarkt-sion-sous-gare,Sion,1950,Rue de l'Industrie,retail
50,46.625016,7.060066,coop-supermarkt-bulle-le-caro,Bulle,1630,Route de Riaz,retail
50,46.625016,7.060066,coop-restaurant-bulle-le-caro,Bulle,1630,Route de Riaz,restaurant
50,46.625043,7.06,interdiscount-bulle-rue-de-vevey,Bulle,1630,Route de Riaz,id
50,46.624681,7.059428,impo-bulle-le-caro-ip,Bulle,1630,Route de Riaz,impo
2,46.173758,9.010356,coop-supermarkt-giubiasco,Giubiasco,6512,Via Linoleum,retail
20,46.168122,9.002799,pronto-giubiasco,Giubiasco,6512,Via Monte Ceneri,pronto
21,46.623058,7.058095,interdiscount-bulle-rte-de-riaz,Bulle,1630,Rte de Riaz,id
35,46.619385,7.057376,coop-supermarkt-bulle-ville,Bulle,1630,Grand-Rue,retail
40,47.361568,7.374794,coop-supermarkt-courroux,Courroux,2822,Rue du 23 Juin,retail
,46.149457,8.974315,interdiscount-san-antonino,S. Antonino,6592,Centro Acquisti,id
49,47.551964,7.803446,pronto-rheinfelden,Rheinfelden,4310,Zürcherstrasse,pronto
4-6,47.488665,7.608796,coop-supermarkt-dornach,Dornach,4143,Neuarlesheimerstrasse,retail
11/13,47.123443,9.314547,coop-supermarkt-walenstadt,Walenstadt,8880,Bahnhofstrasse,retail
12,47.063829,7.096617,coop-supermarkt-la-neuveville,La Neuveville,2520,Avenue des Collonges,retail
18,47.520209,7.691292,coop-supermarkt-pratteln-bahnhof,Pratteln,4133,Bahnhofstrasse,retail
18,47.520209,7.691292,coop-restaurant-pratteln-bahnhof,Pratteln,4133,Bahnhofstrasse,restaurant
95,47.48996,7.608681,pronto-arlesheim,Arlesheim,4144,Birseckstrasse,pronto
1,46.633173,7.04866,pronto-bulle-rue-de-battentin,Bulle,1630,Rue de Battentin,pronto
46a,46.220777,7.355525,pronto-sion-r-d-la-drague,Sion,1950,Route de la Drague,pronto
4,47.495024,7.620468,coop-supermarkt-arlesheim,Arlesheim,4144,Gartenweg,retail
9,47.563366,7.842218,coop-supermarkt-moehlin,Möhlin,4313,Hauptstrasse,retail
9,47.563366,7.842218,coop-restaurant-moehlin,Möhlin,4313,Hauptstrasse,restaurant
,46.876582,7.03265,pronto-avenches,Avenches,1580,En Milavy,pronto
8,47.582032,8.514388,coop-supermarkt-huentwangen,Hüntwangen,8194,Bauelenzelgstrasse,retail
8,47.523276,7.695356,pronto-pratteln-gallenweg,Pratteln,4133,Gallenweg,pronto
10,47.582149,8.514444,coop-bau-hobby-b-h-huentwangen,Hüntwangen,8194,Bauelenzelgstrasse,bh
65,47.23127,7.213599,pronto-reconvilier,Reconvilier,2732,Rue du Bruye,pronto
,46.877604,7.031645,coop-supermarkt-avenches-milavy,Avenches,1580,En Milavy,retail
50,47.230746,7.212518,coop-supermarkt-reconvilier,Reconvilier,2732,Route du Bruye,retail
10,47.522638,7.690786,pronto-pratteln-bahnhof,Pratteln,4133,Güterstrasse,pronto
4,47.551534,7.785389,coop-supermarkt-rheinfelden-salmen-center,Rheinfelden,4310,Baslerstrasse,retail
7,47.195036,7.177964,coop-supermarkt-sonceboz,Sonceboz,2605,Rue de la Gare,retail
20,47.538841,7.734412,pronto-kaiseraugst,Kaiseraugst,4303,Lerchenweg,pronto
5,47.538217,7.732031,coop-supermarkt-kaiseraugst,Kaiseraugst,4303,Junkholzweg,retail
5,47.538217,7.732031,coop-restaurant-kaiseraugst,Kaiseraugst,4303,Junkholzweg,restaurant
1,47.537845,7.730103,interdiscount-kaiseraugst,Kaiseraugst,4303,Junkholzweg,id
1,47.537863,7.730117,coop-bau-hobby-b-h-kaiseraugst,Kaiseraugst,4303,Junkholzweg,bh
3,47.537863,7.730117,coop-vitality-kaiseraugst,Kaiseraugst,4303,Junkholzweg,vitality
3,47.537863,7.730117,impo-kaiseraugst-ip,Kaiseraugst,4303,Junkholzweg,impo
3,47.526098,7.692156,lumimart-pratteln,Pratteln,4133,Rührbergweg,lumimart
9,47.52595,7.689779,livique-pratteln,Pratteln,4133,Grüssenweg,livique
21,47.090783,9.345061,coop-supermarkt-flums,Flums,8890,Marktstrasse,retail
58,46.352169,7.199181,coop-supermarkt-les-diablerets,les Diablerets,1865,Route des Pillon,retail
6,46.023343,7.74898,coop-supermarkt-zermatt,Zermatt,3920,Bahnofplatz,retail
49,47.525045,7.683893,pronto-pratteln-hardstrasse,Pratteln,4133,Hardstrasse,pronto
10,47.527559,7.690278,coop-supermarkt-pratteln-gruessen,Pratteln,4133,Grüssenweg,retail
10,47.527559,7.690278,christ-pratteln-christ,Pratteln,4133,Grüssenweg,christ
65,46.237438,9.127286,coop-supermarkt-roveredo-gr,Roveredo,6535,Piazéta,retail
47,47.491497,7.589631,interdiscount-reinach-bl,Reinach,4153,Hauptstrasse,id
27,47.536998,8.734086,coop-supermarkt-seuzach,Seuzach,8472,Strehlgasse,retail
1,47.493759,7.593326,coop-supermarkt-reinach-bl,Reinach,4153,Austrasse,retail
1,47.493759,7.593326,coop-restaurant-reinach-bl,Reinach,4153,Austrasse,restaurant
9,47.362236,7.35094,pronto-delemont-gare,Delémont,2800,Place de la Gare,pronto
72,47.530634,7.686707,halba-schoggihuesli-halba-schoggihuesli-pratteln,Pratteln,4133,Salinenstrasse,halba
10,47.3639,7.350514,interdiscount-delemont-casino,Delémont,2800,Rue Pré Guillaume,id
36,47.363278,7.349337,impo-delemont-ip,Delémont,2800,Rue de la Molière,impo
1,47.523001,8.787699,coop-supermarkt-wiesendangen,Wiesendangen,8542,Attikerstrasse,retail
26,47.493901,8.865095,coop-supermarkt-elgg,Elgg,8353,Bahnhofstrasse,retail
1,47.364805,7.347057,coop-supermarkt-delemont,Delémont,2800,Rue de l'Avenir,retail
56,47.361688,7.3401,pronto-delemont,Delémont,2800,Rue du Stand,pronto
26,47.054457,7.067893,coop-supermarkt-le-landeron-rue-du-lac,Le Landeron,2525,Rue du Lac,retail
15,47.482462,7.545743,coop-supermarkt-ettingen,Ettingen,4107,Hauptstrasse,retail
15,47.506135,7.599826,coop-supermarkt-reinach-surbaum,Reinach,4153,Habshagstrasse,retail
41,46.108364,7.501014,coop-supermarkt-evolene,Evolène,1983,Route Cantonale,retail
29,46.698108,9.439399,coop-bau-hobby-b-h-thusis,Thusis,7430,Neue Kirchstrasse,bh
 67,46.697847,9.439389,interdiscount-thusis,Thusis,7430,Neudorfstrasse,id
96,46.697918,9.439954,coop-supermarkt-thusis,Thusis,7430,Neudorfstrasse,retail
78-80,47.527373,7.648025,interdiscount-muttenz,Muttenz,4132,Hauptstrasse,id
8,47.527617,7.647495,coop-supermarkt-muttenz-dorf,Muttenz,4132,Brühlweg,retail
1,47.527861,7.647057,coop-hotel-muttenz-hotel-baslertor,Muttenz,4132,St. Jakobsstrasse,hotel
2,46.697504,9.442555,pronto-thusis,Thusis,7430,Pantunweg,pronto
11,47.019883,7.041813,pronto-gals,Gals,3238,Bernstrasse,pronto
96,46.836966,9.452482,coop-supermarkt-domat-ems,Domat-Ems,7013,Via Nova,retail
164,46.618087,7.018167,coop-supermarkt-vuadens-neu,Vuadens,1628,Rue Principale,retail
18,46.224002,7.304714,coop-supermarkt-conthey,Conthey,1964,Route Cantonale,retail
23,47.49266,8.899662,coop-supermarkt-aadorf,Aadorf,8355,Wiesentalstrasse,retail
22,47.493432,8.898396,pronto-aadorf,Aadorf,8355,Morgentalstrasse,pronto
37,46.224423,7.302704,pronto-conthey-rue-de-la-gare,Conthey,1964,rue de la gare,pronto
10,47.499111,7.55451,coop-supermarkt-therwil,Therwil,4106,Bahnhofstrasse,retail
6,47.52126,7.607692,impo-muenchenstein-ip,Münchenstein,4142,Kaspar-Pfeifferstrasse,impo
6,47.521278,7.607705,christ-muenchenstein-christ,Münchenstein,4142,Kaspar-Pfeifferstrasse,christ
9,46.225162,7.296559,lumimart-conthey,Conthey,1964,Route Cantonale,lumimart
8,47.521297,7.607121,coop-supermarkt-muenchenstein-gartenstadt,Münchenstein,4142,Stöckackerstrasse,retail
8,47.521297,7.607121,coop-restaurant-muenchenstein-gartenstadt,Münchenstein,4142,Stöckackerstrasse,restaurant
8,47.521297,7.607121,take-it-muenchenstein-garten-take-it,Münchenstein,4142,Stöckackerstrasse,takeit
30,47.535048,7.641455,coop-supermarkt-muttenz-campus,Muttenz,4132,Hofackerstrasse,retail
4,46.22445,7.295407,interdiscount-conthey,Conthey,1964,Rte. cantonale,id
2,46.223965,7.295797,coop-supermarkt-conthey-bassin,Conthey,1964,Rue de la Madeleine,retail
2,46.223965,7.295797,coop-restaurant-conthey-bassin,Conthey,1964,Rue de la Madeleine,restaurant
2,46.223857,7.295823,coop-vitality-conthey,Conthey,1964,Rue de la Madeleine,vitality
2,46.223848,7.295823,impo-conthey-ip,Conthey,1964,Rue de la Madeleine,impo
22,47.196749,9.310427,coop-supermarkt-unterwasser,Unterwasser,9657,Dorfstrasse,retail
2,46.223648,7.294839,pronto-conthey,Conthey,1964,Rue de la Madeleine,pronto
65,47.524323,7.604489,pronto-muenchenstein,Münchenstein,4142,Bottmingerstrasse,pronto
40,47.503958,7.554719,pronto-therwil,Therwil,4106,Oberwilerstrasse,pronto
133,47.534116,7.628941,pronto-muttenz,Muttenz,4132,St.  Jakobsstrasse,pronto
12,47.534087,7.624506,coop-hotel-coop-tagungszentrum,Muttenz,4132,Seminarstrasse,hotel
155,47.535746,7.627367,coop-supermarkt-muttenz-freidorf,Muttenz,4132,St. Jakobs-Strasse,retail
44,47.506622,7.553583,coop-bau-hobby-b-h-oberwil,Oberwil,4104,Mühlemattstrasse,bh
34,47.507593,7.553718,coop-supermarkt-oberwil-muehlematt,Oberwil,4104,Mühlemattstrasse,retail
34,47.507593,7.553718,coop-restaurant-oberwil-muehlematt,Oberwil,4104,Mühlemattstrasse,restaurant
22,47.509373,7.55432,interdiscount-oberwil,Oberwil,4104,Mühlemattstrasse,id
5,47.462874,8.996342,coop-supermarkt-sirnach,Sirnach,8370,Unterdorfstrasse,retail
1,47.514487,7.557862,coop-supermarkt-oberwil-bahnhofstrasse,Oberwil,4104,Bahnhofstrasse,retail
1,47.514487,7.557862,coop-restaurant-oberwil,Oberwil,4104,Bahnhofstrasse,restaurant
15,47.514604,7.558021,coop-vitality-oberwil,Oberwil,4104,Hauptstrasse,vitality
202-204,47.533658,7.604491,pronto-basel-reinacherstrasse,Basel,4053,Reinacherstrasse,pronto
84,47.489232,7.500404,coop-supermarkt-baettwil-flueh,Bättwil,4112,Hauptstrasse,retail
1,47.047319,9.420801,coop-supermarkt-mels-dorf,Mels,8887,Sarganserstrasse,retail
397,47.54074,7.620292,coop-supermarkt-basel-st--jakob-park,Basel,4052,St. Jakobstrasse,retail
397,47.54074,7.620292,impo-basel-st--jakobpark-ip,Basel,4052,St. Jakob-Strasse,impo
83,47.539608,7.613767,pronto-basel-st--jakob,Basel,4052,Brüglingerstrasse,pronto
13,46.845777,9.478753,coop-supermarkt-felsberg,Felsberg,7012,Vordere Gasse,retail
81,47.337862,7.252844,coop-supermarkt-bassecourt,Bassecourt,2854,Rue de l'Abbé Monnin,retail
81,47.337862,7.252844,coop-bau-hobby-b-l-bassecourt,Bassecourt,2854,Rue de l'Abbé Monnin,bh
81,47.338447,7.253093,coop-restaurant-bassecourt,Bassecourt,2854,Rue de l'Abbé Monnin,restaurant
88,47.534214,7.593152,coop-supermarkt-basel-hauenstein,Basel,4059,Hauensteinstrasse,retail
43,47.526927,7.572907,coop-supermarkt-bottmingen,Bottmingen,4103,Baslerstrasse,retail
8,47.336967,7.244551,interdiscount-bassecourt,Bassecourt,2854,R. de l'Abbé-Monnin,id
63,47.04037,9.434969,coop-supermarkt-mels-pizolcenter,Mels,8887,Grossfeldstrasse,retail
63,47.04037,9.434969,coop-restaurant-mels-pizolcenter,Mels,8887,Grossfeldstrasse,restaurant
65,47.039485,9.4362,pronto-mels-pizolcenter,Mels,8887,Grossfeldstrasse,pronto
8,47.012792,6.999136,pronto-marin,Marin,2074,Champs-Montants,pronto
257,47.542014,7.597637,pronto-basel-gueterstrasse,Basel,4053,Güterstrasse,pronto
61,47.445491,9.051689,coop-bau-hobby-b-h-rickenbach,Rickenbach bei Wil,9532,Toggenburgerstrasse,bh
7,46.061944,8.929178,coop-supermarkt-taverne,Taverne,6807,Via Carvina,retail
11,47.497841,8.953603,coop-supermarkt-waengi,Wängi,9545,Dorfstrasse,retail
41 / 43,47.046406,9.436129,interdiscount-mels,Mels,8887,Grossfeldstrasse,id
70,47.55287,7.621808,coop-supermarkt-birsfelden,Birsfelden,4127,Hauptstrasse,retail
4,47.447047,9.053022,coop-supermarkt-rickenbach,Rickenbach bei Wil,9532,Breitenstrasse,retail
4,47.447047,9.053022,coop-restaurant-rickenbach,Rickenbach bei Wil,9532,Breitenstrasse,restaurant
4,47.447047,9.053022,coop-vitality-rickenbach-b--wil,Rickenbach bei Wil,9532,Breitenstrasse,vitality
3,47.447047,9.053022,lumimart-rickenbach,Rickenbach bei Wil,9532,Breitestrasse,lumimart
4,47.446959,9.05355,interdiscount-rickenbach-id,Rickenbach bei Wil,9532,Breitenstrasse,id
4,47.479284,8.995589,coop-supermarkt-muenchwilen,Münchwilen,9542,Frauenfelderstrasse,retail
6,47.479751,8.994926,pronto-muenchwilen,Münchwilen,9542,Frauenfelderstrasse,pronto
190,47.542992,7.593111,coop-supermarkt-basel-gundeli,Basel,4053,Güterstrasse,retail
190,47.542992,7.593111,coop-restaurant-basel-gundeli,Basel,4053,Güterstrasse,restaurant
177,47.543757,7.592382,interdiscount-basel-gundeli,Basel,4053,Güterstrasse,id
95,47.549592,7.606706,coop-supermarkt-basel-hardstrasse,Basel,4052,Hardstrasse,retail
4,47.047396,9.440721,coop-supermarkt-sargans,Sargans,7320,Bahnhofstrasse,retail
125,47.545381,7.588655,coop-supermarkt-basel-suedpark,Basel,4053,Güterstrasse,retail
125,47.545381,7.588655,coop-vitality-basel-suedpark,Basel,4053,Güterstrasse,vitality
125,47.545381,7.588655,take-it-basel-suedpark-take-it,Basel,4053,Güterstrasse,takeit
37,47.555203,7.613738,coop-supermarkt-basel-breite,Basel,4052,Farnsburgerstrasse,retail
142,47.555015,7.61306,pronto-basel-breite,Basel,4052,Zürcherstrasse,pronto
,47.045349,9.44512,pronto-sargans-bahnhof,Sargans,7320,Bahnhof SBB,pronto
90,47.539923,7.572754,coop-supermarkt-binningen,Binningen,4102,Hauptstrasse,retail
115,47.546657,7.589668,pronto-basel-bahnhof-sbb,Basel,4053,Güterstrasse,pronto
115,47.546657,7.589668,impo-basel-bahnhof-ip,Basel,4053,Güterstrasse,impo
5,47.542031,7.57786,pronto-binningen,Binningen,4102,Baslerstrasse,pronto
4,47.547879,7.590574,coop-supermarkt-basel-bahnhof-sbb,Basel,4051,Centralbahnplatz,retail
3-4,47.547942,7.590614,coop-hotel-basel-hotel-victoria,Basel,4051,Centralbahnplatz,hotel
62,47.602748,8.688371,coop-supermarkt-kleinandelfingen,Kleinandelfingen,8451,Schaffhauserstrasse,retail
103,47.45845,9.048129,pronto-wil,Wil,9500,Toggenburgerstrasse,pronto
2,47.551263,7.595725,interdiscount-basel-aeschenplatz,Basel,4052,Aeschenplatz,id
11,46.846884,9.501353,pronto-chur-spundisstrasse,Chur,7000,Spundisstrasse,pronto
4,47.013473,6.984756,coop-supermarkt-saint-blaise,Saint-Blaise,2072,Route de Neuchâtel,retail
75,47.551786,7.594597,coop-supermarkt-basel-aeschenplatz,Basel,4051,Aeschenvorstadt,retail
3,47.46441,9.041968,interdiscount-wil,Wil,9500,Zürcherstrasse,id
10,47.551986,7.592818,impo-basel-sternengasse-ip,Basel,4051,Sternengasse,impo
1,46.068529,8.968213,coop-supermarkt-tesserete,Tesserete,6950,Via Carlo Battaglini,retail
7,46.822116,6.941864,coop-supermarkt-payerne,Payerne,1530,Place du Général Guisan,retail
38,46.182443,7.290713,coop-supermarkt-nendaz,Haute-Nendaz,1997,Route des Ecluses,retail
27,47.464651,9.044058,impo-wil-ip,Wil,9500,obere Bahnhofstrasse,impo
1,47.520365,8.935016,coop-supermarkt-matzingen,Matzingen,9548,Thundorferstrasse,retail
39,47.464605,9.045436,coop-restaurant-wil-stadtmarkt,Wil,9500,Obere Bahnhofstrasse,restaurant
39,47.464622,9.045463,coop-supermarkt-wil-stadtmarkt,Wil,9500,Obere Bahnhofstrasse,retail
93,47.526197,8.922895,pronto-matzingen,Matzingen,9548,Frauenfelderstrasse,pronto
32/4,47.465386,9.044876,coop-city-city-wil,Wil,9500,Obere Bahnhofstrasse,city
