Rubrik,Name,Bank,Vorname,Strasse + Nr,PLZ,Ort,Telefon 1
Bank Sparkasse:,UBS Switzerland AG St. Johann,UBS Switzerland St. Johann,,Elsässerstr. 16,4056,Basel,* 061 385 24 24
Bank Sparkasse:,UBS Switzerland AG Tellplatz,UBS Switzerland Tellplatz,,Tellpl. 12,4053,Basel,* 061 366 57 57
Bank Sparkasse:,"Union Bancaire Privée, UBP SA","Union Bancaire Privée, UBP SA",,Aeschengraben 9,4051,Basel,* 058 819 57 00
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Sternengasse 15,4051,Basel,* 061 228 29 29
Bank Sparkasse:,Volksbank AG,Volksbank,,Adlerstr. 35,4052,Basel,061 378 85 80
Bank Sparkasse:,WIR Bank,WIR Bank,,Auberg 1,4054,Basel,0848 94 79 47
,Bank CIC (Schweiz) AG,Bank CIC (Schweiz),,Marktpl. 11-13,4001,Basel,061 264 12 00
,Bank Coop,Bank Coop,,Güterstr. 190,4053,Basel,* 061 366 58 58
,Bank Coop,Bank Coop,,Aeschenpl. 3,4052,Basel,* 061 286 21 21
,Bank Coop,Bank Coop,,Dufourstr. 50,4052,Basel,* 061 286 21 21
Bankdienstleistung:,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
Bankdienstleistung:,Bank Vontobel AG,Bank Vontobel,,St. Alban-Anlage 58,4052,Basel,* 058 283 21 11
,Bank for International Settlements BIS,Bank for International Settlements BIS,,Centralbahnpl. 2,4051,Basel,* 061 280 80 80
,Bank für Internationalen Zahlungsausgleich,Bank für Internationalen Zahlungsausgleich,,Centralbahnpl. 2,4051,Basel,* 061 280 80 80
,Bank J. Safra Sarasin AG,Bank J. Safra Sarasin,,Elisabethenstr. 62,4051,Basel,* 058 317 44 44
,Bank Julius Bär  Co AG,Bank Julius Bär,,Freie Strasse 107,4051,Basel,* 058 889 44 00
,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
,Bank Vontobel AG,Bank Vontobel,,St. Alban-Anlage 58,4052,Basel,* 058 283 21 11
,Cembra Money Bank AG,Cembra Money Bank,,Freie Strasse 39,4001,Basel,061 269 25 80
E-Banking:,WIR Bank,WIR Bank,,Auberg 1,4054,Basel,0848 94 79 47
Finanzberatung:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Aeschengraben 25,4051,Basel,058 285 33 33
Finanzierungen:,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
Finanzierungen:,Cembra Money Bank AG,Cembra Money Bank,,Freie Strasse 39,4001,Basel,061 269 25 80
Finanzierungen:,WIR Bank,WIR Bank,,Auberg 1,4054,Basel,0848 94 79 47
,International Association of Insurance Supervisors,International Association of Insurance Supervisors,,Centralbahnpl. 2,4051,Basel,* 061 225 73 00
Internationale Organisation:,Bank for International Settlements BIS,Bank for International Settlements BIS,,Centralbahnpl. 2,4051,Basel,* 061 280 80 80
Internationale Organisation:,Bank für Internationalen Zahlungsausgleich,Bank für Internationalen Zahlungsausgleich,,Centralbahnpl. 2,4051,Basel,* 061 280 80 80
Internationale Organisation:,International Association of Insurance Supervisors,International Association of Insurance Supervisors,,Centralbahnpl. 2,4051,Basel,* 061 225 73 00
Kreditinstitute:,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
Kreditinstitute:,Cembra Money Bank AG,Cembra Money Bank,,Freie Strasse 39,4001,Basel,061 269 25 80
Kreditinstitute:,WIR Bank,WIR Bank,,Auberg 1,4054,Basel,0848 94 79 47
Leasing:,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
Leasing:,Cembra Money Bank AG,Cembra Money Bank,,Freie Strasse 39,4001,Basel,061 269 25 80
,LGT Bank (Schweiz) AG,LGT Bank (Schweiz),,Lange Gasse 15,4052,Basel,061 277 56 00
Manpower AG:,"Manpower AG - Bank und Versicherung, Finanz und Administration, M","Manpower - Bank und Versicherung, Finanz und Administration, M",,Barfüsserpl. 3,4051,Basel,* 058 307 31 00
,Migros Bank,Migros Bank,,Aeschenvorstadt 72,4051,Basel,* 0848 84 54 00
,Migros Bank,Migros Bank,,Güterstr. 180,4053,Basel,* 0848 84 54 00
Private Banking:,Bank Julius Bär  Co AG,Bank Julius Bär,,Freie Strasse 107,4051,Basel,* 058 889 44 00
Privatkredit:,BANK-now AG Basel,BANK-now Basel,,Clarastr. 15,4058,Basel,058 900 60 40
Privatkredit:,Cembra Money Bank AG,Cembra Money Bank,,Freie Strasse 39,4001,Basel,061 269 25 80
Stellenvermittlungsbüro: Manpower AG:,"Manpower AG - Bank und Versicherung, Finanz und Administration, M","Manpower - Bank und Versicherung, Finanz und Administration, M",,Barfüsserpl. 3,4051,Basel,* 058 307 31 00
Temporärbüro Dauerstellen: Manpower AG:,"Manpower AG - Bank und Versicherung, Finanz und Administration, M","Manpower - Bank und Versicherung, Finanz und Administration, M",,Barfüsserpl. 3,4051,Basel,* 058 307 31 00
,UBS Investment Bank - eine Unternehmungsgruppe der UBS AG,UBS Investment Bank - eine Unternehmungsgruppe der UBS,,Gartenstr. 9,4052,Basel,* 061 288 20 20
,Valiant Bank AG,Valiant Bank,,Sternengasse 15,4051,Basel,* 061 228 29 29
Vermögensverwaltung:,Bank Julius Bär  Co AG,Bank Julius Bär,,Freie Strasse 107,4051,Basel,* 058 889 44 00
Vermögensverwaltung:,Bank Thaler AG,Bank Thaler,,Gerbergasse 1,4001,Basel,* 061 260 31 31
Vermögensverwaltung:,Bank Vontobel AG,Bank Vontobel,,St. Alban-Anlage 58,4052,Basel,* 058 283 21 11
,WIR Bank,WIR Bank,,Auberg 1,4054,Basel,0848 94 79 47
Bank Sparkasse:,Raiffeisenbank Bassersdorf,Raiffeisenbank Bassersdorf,,Klotenerstr. 20,8303,Bassersdorf,* 044 888 66 55
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Postpl. 3,8303,Bassersdorf,* 0844 84 38 23
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Solothurnstr. 4,3315,Bätterkinden,* 032 665 25 15
,Valiant Bank AG,Valiant Bank,,Solothurnstr. 4,3315,Bätterkinden,* 032 665 25 15
Bank Sparkasse:,Clientis Zürcher Regionalbank Genossenschaft,Clientis Zürcher Regionalbank Genossenschaft,,Dorfstr. 46,8494,Bauma,052 396 50 60
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 8,8494,Bauma,* 0844 84 38 23
Bank Sparkasse:,Clientis Bank Toggenburg,Clientis Bank Toggenburg,,Wilerstr. 15,9602,Bazenheid,* 071 932 17 70
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Wilerstr. 22,9602,Bazenheid,* 071 931 24 24
,Clientis Bank Toggenburg,Clientis Bank Toggenburg,,Wilerstr. 15,9602,Bazenheid,* 071 932 17 70
Bank Sparkasse:,Raiffeisenbank Jungfrau Genossenschaft,Raiffeisenbank Jungfrau Genossenschaft,,,3803,Beatenberg,033 841 12 43
Bank Sparkasse:,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Dorfstr. 47,6375,Beckenried,041 619 22 22
Bank Sparkasse:,Raiffeisenbank am Lindenberg Genossenschaft,Raiffeisenbank am Lindenberg Genossenschaft,,Wiggwilerstr. 1,5637,Beinwil (Freiamt),* 056 677 81 10
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Löwenpl. 6,5712,Beinwil am See,* 062 771 16 49
,Valiant Bank AG,Valiant Bank,,Löwenpl. 6,5712,Beinwil am See,* 062 771 16 49
Bank Sparkasse:,Raiffeisenbank Weissenstein Genossenschaft,Raiffeisenbank Weissenstein Genossenschaft,,Dorfstr.,4512,Bellach,* 032 625 01 01
Auto Leasing:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Banca:,Banca Migros,Banque Migros,,via Camminata 1,6500,Bellinzona,* 0848 84 54 00
Banca:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
,Banca Migros,Banque Migros,,via Camminata 1,6500,Bellinzona,* 0848 84 54 00
,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Credito privato:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Finanziamenti:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Leasing:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Prestiti:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Servizi bancari:,BANK-now SA Bellinzona,BANK-now SA Bellinzona,,viale Stazione 32,6500,Bellinzona,058 900 61 30
Bank Sparkasse:,Raiffeisenbank Aletsch-Goms Genossenschaft,Raiffeisenbank Aletsch-Goms Genossenschaft,,Dorf,3997,Bellwald,* 027 974 14 14
Bank Sparkasse:,BEKB | BCBE Belp,BEKB | BCBE Belp,,Dorfstr. 20,3123,Belp,* 031 812 45 40
Bank Sparkasse:,Raiffeisenbank Gürbe Genossenschaft,Raiffeisenbank Gürbe Genossenschaft,,Dorfstr. 11,3123,Belp,031 818 20 40
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Bahnhofstr. 3,3123,Belp,031 818 21 11
,Valiant Bank AG,Valiant Bank,,Bahnhofstr. 3,3123,Belp,031 818 21 11
Bank Sparkasse:,Raiffeisenbank Benken Genossenschaft,Raiffeisenbank Benken Genossenschaft,,Zentrumpl. 1,8717,Benken SG,* 055 293 35 35
Bank Sparkasse:,Raiffeisenbank Berg-Erlen Genossenschaft,Raiffeisenbank Berg-Erlen Genossenschaft,,Hauptstr. 44,8572,Berg TG,* 071 637 60 60
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Hauptstr. 49,8572,Berg TG,* 0848 11 14 44
Bank Sparkasse:,Raiffeisenbank Mittelbünden Genossenschaft,Raiffeisenbank Mittelbünden Genossenschaft,,,7482,Bergün/Bravuogn,081 650 44 37
Bank Sparkasse:,Neue Aargauer Bank AG,Neue Aargauer Bank,,Bellikerstr. 1,8965,Berikon,056 648 41 61
,Neue Aargauer Bank AG,Neue Aargauer Bank,,Bellikerstr. 1,8965,Berikon,056 648 41 61
Bank Sparkasse:,Clientis BS Bank Schaffhausen,Clientis BS Bank Schaffhausen,,Zelgstr. 8,8222,Beringen,* 0844 84 08 50
,Clientis BS Bank Schaffhausen,Clientis BS Bank Schaffhausen,,Zelgstr. 8,8222,Beringen,* 0844 84 08 50
,AEK BANK 1826,AEK BANK 1826,,Kornhauspl. 6,3011,Bern,* 031 328 30 00
Asset Management:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bundesgasse 30,3011,Bern,* 058 889 55 55
Autoleasing:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Autoleasing:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
,Baloise Bank SoBa AG,Baloise Bank SoBa,,Murtenstr. 143,3027,Bern,058 285 33 33
Bank Sparkasse:,AEK BANK 1826,AEK BANK 1826,,Kornhauspl. 6,3011,Bern,* 031 328 30 00
Bank Sparkasse:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Murtenstr. 143,3027,Bern,058 285 33 33
Bank Sparkasse:,Banca Popolare di Sondrio (Suisse) SA,Banca Popolare di Sondrio (Suisse) SA,,Kramgasse 16,3011,Bern,* 058 855 44 50
Bank Sparkasse:,Bank EEK AG,Bank EEK,,Amthausgasse 14,3011,Bern,* 031 310 52 52
Bank Sparkasse:,Bank J. Safra Sarasin AG,Bank J. Safra Sarasin,,Waisenhauspl. 10,3011,Bern,* 058 317 59 59
Bank Sparkasse:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bundesgasse 30,3011,Bern,* 058 889 55 55
Bank Sparkasse:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Bank Sparkasse:,Bank Vontobel AG,Bank Vontobel,,Spitalgasse 40,3011,Bern,* 058 283 22 11
Bank Sparkasse:,Banque Bonhôte  Cie SA,Banque Bonhôte  Cie SA,,Theaterpl. 7,3011,Bern,031 320 24 00
Bank Sparkasse:,BEKB | BCBE Altstadt,BEKB | BCBE Altstadt,,Gerechtigkeitsgasse 80,3011,Bern,* 031 318 49 10
Bank Sparkasse:,BEKB | BCBE Betriebsgebäude Liebefeld,BEKB | BCBE Betriebsgebäude Liebefeld,,Schwarzenburgstr. 160,3097,Liebefeld,* 031 666 11 11
Bank Sparkasse:,BEKB | BCBE Breitenrain,BEKB | BCBE Breitenrain,,Wiesenstr. 83,3014,Bern,* 031 348 45 00
Bank Sparkasse:,BEKB | BCBE Bümpliz,BEKB | BCBE Bümpliz,,Bümplizstr. 104a,3018,Bern,* 031 994 45 30
Bank Sparkasse:,BEKB | BCBE Bundesplatz,BEKB | BCBE Bundesplatz,,Bundespl. 8,3011,Bern,* 031 666 11 11
Bank Sparkasse:,BEKB | BCBE Eigerplatz,BEKB | BCBE Eigerplatz,,Eigerpl. 5,3007,Bern,* 031 376 45 10
Bank Sparkasse:,Bordier  Cie,Bordier  Cie,,Zeughausgasse 28,3011,Bern,* 058 258 07 00
Bank Sparkasse:,Burgerliche Ersparniskasse Bern,Burgerliche Ersparniskasse Bern,,Marktgasse 37,3011,Bern,031 312 03 12
Bank Sparkasse:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
Bank Sparkasse:,COMMERZBANK AG,COMMERZBANK,,Bahnhofpl. 5,3011,Bern,* 031 560 28 00
Bank Sparkasse: CREDIT SUISSE AG:,CREDIT SUISSE AG,CREDIT SUISSE,,Bundespl. 2,3011,Bern,* 031 358 81 11
Bank Sparkasse:,DC Bank Deposito-Cassa der Stadt Bern,DC Bank Deposito-Cassa der Stadt Bern,,Schauplatzgasse 21,3011,Bern,* 031 328 85 85
Bank Sparkasse:,family-net.ch,family-net.ch,,Bubenbergpl. 8,3011,Bern,* 031 320 23 10
Bank Sparkasse:,LGT Bank (Schweiz) AG,LGT Bank (Schweiz),,Spitalgasse 2,3011,Bern,031 326 73 10
Bank Sparkasse:,Lienhardt  Partner Investments AG,Lienhardt  Partner Investments,,Schanzenstr. 1,3008,Bern,* 031 399 31 11
Bank Sparkasse:,Migros Bank,Migros Bank,,Aarbergergasse 20-22,3011,Bern,* 0848 84 54 00
Bank Sparkasse:,Migros Bank,Migros Bank,,Gilberte-de-Courgenay-Platz 4,3027,Bern,* 0848 84 54 00
Bank Sparkasse:,Privatbank von Graffenried AG,Privatbank von Graffenried,,Marktgass-Passage 3,3011,Bern,* 031 320 52 22
Bank Sparkasse:,Raiffeisenbank Bern,Raiffeisenbank Bern,,Brünnenstr. 123,3018,Bern,031 326 05 05
Bank Sparkasse:,Raiffeisenbank Bern,Raiffeisenbank Bern,,Waisenhauspl. 26,3011,Bern,031 326 05 05
Bank Sparkasse:,REVOR Sammelstiftung,REVOR Sammelstiftung,,Gutenbergstr. 48,3011,Bern,* 031 310 58 85
Bank Sparkasse:,Swissquote Bank AG,Swissquote Bank,,Schauplatzgasse 9,3011,Bern,* 0848 25 88 88
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Bubenbergpl. 3,3011,Bern,* 031 336 21 11
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Bärenpl. 8,3011,Bern,* 031 336 21 11
Bank Sparkasse:,UBS Switzerland AG Breitenrain,UBS Switzerland Breitenrain,,Breitenrainstr. 10,3013,Bern,* 031 336 70 11
Bank Sparkasse:,UBS Switzerland AG Bümpliz,UBS Switzerland Bümpliz,,Bottigenstr. 2,3018,Bern,* 031 998 72 72
Bank Sparkasse:,UBS Switzerland AG Länggasse,UBS Switzerland Länggasse,,Länggassstr. 29,3012,Bern,* 031 307 83 83
Bank Sparkasse: Valiant Bank:,Hauptsitz,Hauptsitz,,Bundespl. 4,3011,Bern,* 031 320 91 11
Bank Sparkasse: Valiant Bank: Geschäftsstellen:,Bern,Bern,,Bahnhofpl. 7,3011,Bern,* 031 320 91 11
Bank Sparkasse: Valiant Bank: Geschäftsstellen:,Bethlehem,Bethlehem,,Bethlehemstr. 1,3027,Bern,* 031 998 30 30
Bank Sparkasse: Valiant Bank: Geschäftsstellen:,Breitenrain,Breitenrain,,Breitenrainpl. 33,3014,Bern,031 332 32 26
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Bundespl. 4,3011,Bern,* 031 310 61 11
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Bahnhofpl. 7,3011,Bern,* 031 320 91 11
Bank Sparkasse:,WIR Bank,WIR Bank,,Helvetiastr. 35,3005,Bern,0848 94 79 47
,Bank Coop,Bank Coop,,Amthausgasse 20,3011,Bern,031 327 75 75
Bankdienstleistung:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Bankdienstleistung:,Bank Vontobel AG,Bank Vontobel,,Spitalgasse 40,3011,Bern,* 058 283 22 11
,Bank EEK AG,Bank EEK,,Amthausgasse 14,3011,Bern,* 031 310 52 52
,Bank J. Safra Sarasin AG,Bank J. Safra Sarasin,,Waisenhauspl. 10,3011,Bern,* 058 317 59 59
,Bank Julius Bär  Co AG,Bank Julius Bär,,Bundesgasse 30,3011,Bern,* 058 889 55 55
,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
,Bank Vontobel AG,Bank Vontobel,,Spitalgasse 40,3011,Bern,* 058 283 22 11
Burgergemeinde Bern:,DC Bank Deposito-Cassa der Stadt Bern,DC Bank Deposito-Cassa der Stadt Bern,,Schauplatzgasse 21,3011,Bern,* 031 328 85 85
,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
,DC Bank Deposito-Cassa der Stadt Bern,DC Bank Deposito-Cassa der Stadt Bern,,Schauplatzgasse 21,3011,Bern,* 031 328 85 85
E-Banking:,Swissquote Bank AG,Swissquote Bank,,Schauplatzgasse 9,3011,Bern,* 0848 25 88 88
E-Banking:,WIR Bank,WIR Bank,,Helvetiastr. 35,3005,Bern,0848 94 79 47
Finanzberatung:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Murtenstr. 143,3027,Bern,058 285 33 33
Finanzierungen:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Finanzierungen:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
Finanzierungen:,WIR Bank,WIR Bank,,Helvetiastr. 35,3005,Bern,0848 94 79 47
Kreditinstitute:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Kreditinstitute:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
Kreditinstitute:,WIR Bank,WIR Bank,,Helvetiastr. 35,3005,Bern,0848 94 79 47
Leasing:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Leasing:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
,LGT Bank (Schweiz) AG,LGT Bank (Schweiz),,Spitalgasse 2,3011,Bern,031 326 73 10
,Migros Bank,Migros Bank,,Aarbergergasse 20-22,3011,Bern,* 0848 84 54 00
,Migros Bank,Migros Bank,,Gilberte-de-Courgenay-Platz 4,3027,Bern,* 0848 84 54 00
Private Banking:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bundesgasse 30,3011,Bern,* 058 889 55 55
Private Banking:,Swissquote Bank AG,Swissquote Bank,,Schauplatzgasse 9,3011,Bern,* 0848 25 88 88
Private Banking:,Valiant Bank AG,Valiant Bank,,Bundespl. 4,3011,Bern,* 031 310 61 11
Privatkredit:,BANK-now AG Bern,BANK-now Bern,,Kornhauspl. 7,3011,Bern,058 900 60 58
Privatkredit:,Cembra Money Bank AG,Cembra Money Bank,,Schwanengasse 1,3011,Bern,031 328 51 10
,Valiant Bank AG,Valiant Bank,,Bundespl. 4,3011,Bern,* 031 310 61 11
,Valiant Bank AG,Valiant Bank,,Bundespl. 4,3011,Bern,* 031 320 91 11
Vermögensverwaltung:,Bank Julius Bär  Co AG,Bank Julius Bär,,Bundesgasse 30,3011,Bern,* 058 889 55 55
Vermögensverwaltung:,Bank Vontobel AG,Bank Vontobel,,Spitalgasse 40,3011,Bern,* 058 283 22 11
Vermögensverwaltung:,Valiant Bank AG,Valiant Bank,,Bundespl. 4,3011,Bern,* 031 310 61 11
,WIR Bank,WIR Bank,,Helvetiastr. 35,3005,Bern,0848 94 79 47
,Alpha RHEINTAL Bank AG,Alpha RHEINTAL Bank,,Auerstr. 1,9442,Berneck,* 071 747 95 95
Bank Sparkasse:,Alpha RHEINTAL Bank AG,Alpha RHEINTAL Bank,,Auerstr. 1,9442,Berneck,* 071 747 95 95
Bank Sparkasse:,Raiffeisenbank Berneck-Au Genossenschaft,Raiffeisenbank Berneck-Au Genossenschaft,,Rathauspl. 6,9442,Berneck,* 071 747 55 66
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Fläcke 15,6215,Beromünster,* 0844 82 28 11
Bank Sparkasse:,Raiffeisenbank Genossenschaft,Raiffeisenbank Genossenschaft,,Oberdorf 3,6215,Beromünster,041 932 10 50
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Centralstr. 2,6215,Beromünster,* 041 932 45 45
,Baloise Bank SoBa AG,Baloise Bank SoBa,,Dorfstr. 41,2544,Bettlach,058 285 33 33
Bank Sparkasse:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Dorfstr. 41,2544,Bettlach,058 285 33 33
Bank Sparkasse:,Raiffeisenbank Weissenstein Genossenschaft,Raiffeisenbank Weissenstein Genossenschaft,,Jurastr. 3,2544,Bettlach,* 032 625 01 01
Bank Sparkasse:,Raiffeisenbank Aletsch-Goms Genossenschaft,Raiffeisenbank Aletsch-Goms Genossenschaft,,,3992,Bettmeralp,* 027 974 14 14
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Haus Alpenheim,3992,Bettmeralp,* 027 928 62 00
,Baloise Bank SoBa AG,Baloise Bank SoBa,,Hauptstr. 24,4562,Biberist,058 285 33 33
Bank Sparkasse:,Baloise Bank SoBa AG,Baloise Bank SoBa,,Hauptstr. 24,4562,Biberist,058 285 33 33
Bank Sparkasse:,Raiffeisenbank Genossenschaft,Raiffeisenbank Genossenschaft,,Bernstr. 11,4562,Biberist,032 672 25 63
Bank Sparkasse:,Regiobank Solothurn AG,Regiobank Solothurn,,Hauptstr. 34,4562,Biberist,* 032 624 15 15
Autoleasing:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Autoleasing:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
"Automobile, Leasing:",BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
"Automobile, Leasing:",Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
Bank Sparkasse:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Bank Sparkasse:,Banque Bonhôte  Cie SA,Banque Bonhôte  Cie SA,,Mühlebrücke 3,2502,Biel/Bienne,032 329 80 00
Bank Sparkasse:,BEKB | BCBE Biel/Bienne,BEKB | BCBE Biel/Bienne,,Zentralstr. 46,2502,Biel/Bienne,* 032 327 47 47
Bank Sparkasse:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
Bank Sparkasse:,CIBA Centre d'Information Banque et Assurances Sàrl,CIBA Centre d'Information Banque et Assurances Sàrl,,rue de la Loge 35,2502,Biel/Bienne,* 032 345 15 15
Bank Sparkasse:,CREDIT SUISSE AG,CREDIT SUISSE,,Zentralstr. 42,2502,Biel/Bienne,* 032 329 52 52
Bank Sparkasse:,family-net.ch,family-net.ch,,General-Dufour-Strasse 28,2502,Biel/Bienne,* 032 327 29 60
Bank Sparkasse:,Migros Bank,Migros Bank,,Bahnhofstr. 40,2502,Biel/Bienne,* 0848 84 54 00
Bank Sparkasse:,Raiffeisenbank Bielersee Genossenschaft,Raiffeisenbank Bielersee Genossenschaft,,Bahnhofpl. 11,2502,Biel/Bienne,032 328 04 04
Bank Sparkasse:,UBS Switzerland AG,UBS Switzerland,,Nidaugasse 49,2502,Biel/Bienne,032 321 81 11
Bank Sparkasse:,Valiant Bank AG,Valiant Bank,,Bahnhofstr. 57,2502,Biel/Bienne,* 032 327 28 29
,Bank Coop AG,Bank Coop,,Bahnhofstr. 33,2502,Biel/Bienne,032 328 81 81
Bankdienstleistung:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
Banque:,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
Crédit privé:,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
Crédits:,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
Financements:,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
Finanzierungen:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Finanzierungen:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
Kreditinstitute:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Kreditinstitute:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
Leasing:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Leasing:,BANK-now SA Bienne/Biel,BANK-now SA Bienne/Biel,,rue de la Gare 15,2502,Biel/Bienne,058 900 60 60
Leasing:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
,Migros Bank,Migros Bank,,Bahnhofstr. 40,2502,Biel/Bienne,* 0848 84 54 00
Privatkredit:,BANK-now AG Biel/Bienne,BANK-now Biel/Bienne,,Bahnhofstr. 15,2502,Biel/Bienne,058 900 60 60
Privatkredit:,Cembra Money Bank AG,Cembra Money Bank,,rue du Général-Dufour 12,2502,Biel/Bienne,032 329 50 60
